"customer_id","checkout_system","device","country","gender","purchases","spent"
77784,"old","computer","USA","M",3,2300.85
44366,"new","computer","MEX","M",2,914.05
15751,"new","computer","USA","F",4,1152.83
51412,"old","mobile","BRA","M",3,2756.42
29071,"new","mobile","BRA","F",5,4304.98
56029,"old","computer","USA","F",4,1117.77
73732,"new","mobile","DEU","M",4,2686.54
51788,"new","computer","USA","F",4,616.21
15133,"new","mobile","TUR","F",4,1803.35
72051,"new","mobile","USA","F",6,4917.73
18955,"old","computer","USA","M",5,4224.37
47265,"new","computer","GBR","M",3,3137.01
73344,"old","computer","BRA","M",4,1617.67
63440,"new","computer","TUR","F",5,3857.27
4198,"old","mobile","MEX","F",5,2728.91
20282,"new","mobile","BRA","F",2,4190.22
61893,"old","mobile","TUR","M",2,4354.07
39228,"new","computer","GBR","F",4,2689.34
14496,"new","mobile","MEX","F",3,857.89
93957,"new","mobile","USA","F",5,3980.62
22930,"new","mobile","USA","F",3,1650.23
3331,"new","computer","GBR","F",4,3337
6321,"new","computer","USA","M",2,2345.64
62505,"new","computer","USA","M",3,2746.44
30819,"new","mobile","USA","F",4,955.12
72618,"old","computer","BRA","M",2,2998.29
55335,"new","computer","USA","F",4,4825.77
47483,"old","computer","DEU","F",3,1420.66
13787,"new","mobile","AUS","F",4,3027.92
27907,"new","computer","USA","F",3,1278.15
72137,"old","computer","MEX","F",3,3290.59
49769,"old","computer","BRA","F",3,472.58
73594,"new","mobile","GBR","F",2,1715.58
83639,"old","computer","DEU","F",4,1265.06
73205,"new","computer","MEX","F",4,2488.4
52230,"old","mobile","FRA","M",3,3545.81
77653,"new","mobile","USA","F",3,801.47
17785,"new","mobile","ESP","M",4,3866.7
6680,"old","computer","USA","M",2,1592.95
90898,"old","computer","ESP","F",2,3531.11
59575,"old","mobile","GBR","M",6,1062.87
45888,"old","mobile","MEX","F",2,2286.04
62538,"new","mobile","USA","M",4,2176.72
95536,"new","computer","BRA","M",4,2321.84
52915,"new","mobile","USA","F",5,4732.15
2777,"old","computer","TUR","F",3,601.01
3932,"new","mobile","FRA","F",3,1560.77
23753,"old","computer","FRA","F",3,3230.24
61364,"new","computer","USA","M",3,916.29
93540,"old","mobile","FRA","M",4,3707.02
93166,"new","computer","DEU","M",2,1208.15
5365,"new","mobile","BRA","M",3,3497.12
19334,"new","mobile","CAN","M",3,3346.1
57559,"new","computer","USA","M",5,3098.49
47970,"old","computer","BRA","M",4,2692.37
20453,"old","computer","GBR","F",1,553.31
90276,"new","computer","USA","M",3,2438.03
92192,"new","computer","GBR","M",3,4846.16
37780,"new","computer","GBR","M",2,108.97
22376,"new","mobile","TUR","M",5,3684.09
53121,"old","computer","TUR","M",3,1449.63
19056,"old","mobile","TUR","M",3,2498.59
38857,"old","computer","USA","F",1,2520.96
90634,"new","computer","USA","F",5,3587.23
12054,"old","computer","USA","F",3,3922.65
26206,"new","mobile","USA","M",2,5024.53
2572,"old","mobile","BRA","F",2,5723.65
1154,"new","mobile","MEX","M",3,4610.1
79706,"new","mobile","USA","M",6,955.09
79156,"new","mobile","FRA","F",4,822.21
12992,"old","mobile","USA","M",2,1361.76
94491,"old","mobile","DEU","M",5,1489.16
90575,"old","computer","BRA","M",3,1379.29
94148,"new","computer","TUR","F",3,1212.26
95555,"old","computer","AUS","F",3,818.87
21207,"old","mobile","BRA","F",2,1577.97
24668,"new","mobile","MEX","M",5,1657.47
23204,"old","computer","FRA","M",4,1059.37
53880,"new","computer","USA","M",3,3292.59
83494,"old","computer","GBR","M",4,1695.93
88864,"old","computer","GBR","F",2,3798.94
75344,"new","computer","BRA","M",3,1931.09
29668,"new","computer","USA","M",4,3290.57
12112,"new","computer","BRA","M",4,1953.44
26006,"new","computer","TUR","M",3,4588.68
77803,"old","mobile","MEX","M",2,4849.94
60698,"old","computer","USA","F",6,2149.37
98848,"old","computer","ESP","F",4,1205.67
167,"new","computer","FRA","M",2,1583.22
87975,"old","computer","DEU","M",3,3813.22
12327,"new","computer","DEU","F",3,1513.91
93967,"new","mobile","AUS","M",4,3368.17
88885,"old","mobile","BRA","M",5,1610.53
86901,"new","computer","TUR","M",3,2468.06
59923,"new","mobile","BRA","M",4,521.76
80383,"new","computer","BRA","F",4,3085.04
67306,"old","computer","MEX","F",4,291.98
6893,"old","mobile","TUR","M",3,1027.3
59613,"new","mobile","USA","M",4,2495.15
76181,"old","mobile","USA","M",3,1549.02
1821,"new","mobile","USA","F",2,1276.05
4319,"new","mobile","TUR","F",4,2419.7
43560,"new","computer","FRA","F",3,1702.14
82413,"old","computer","USA","M",5,2595.16
87138,"new","mobile","GBR","M",2,2160.48
36841,"new","computer","DEU","F",4,501.82
86011,"new","mobile","FRA","F",5,1861.25
38692,"old","mobile","USA","M",4,708.96
8518,"new","mobile","USA","F",5,2780.48
16015,"new","mobile","GBR","M",6,1555.81
38525,"new","mobile","BRA","M",4,4009.1
31663,"old","mobile","DEU","M",3,434.47
2045,"new","mobile","MEX","M",3,1908.46
52916,"old","computer","TUR","F",3,4094.63
81744,"old","mobile","ESP","F",3,1236.94
50289,"old","computer","DEU","F",4,5638.63
48241,"new","mobile","USA","F",5,1131.84
43582,"old","computer","BRA","F",4,4297.84
77139,"new","mobile","USA","M",4,3037.78
25437,"old","computer","MEX","F",5,2112.53
15653,"old","computer","ESP","F",4,4278.78
97861,"new","mobile","MEX","M",4,2902.44
24963,"new","computer","AUS","F",2,2341.8
93573,"old","mobile","USA","F",3,2130.39
22430,"new","mobile","USA","M",2,1061.53
77063,"new","computer","TUR","M",3,3167.15
35304,"old","computer","TUR","F",4,7900.49
40411,"new","mobile","MEX","F",3,4341.34
48523,"old","computer","FRA","M",3,2005.65
31691,"new","mobile","BRA","M",4,2829.3
47298,"old","computer","BRA","F",2,2664.61
96423,"new","mobile","DEU","F",2,1420.49
14230,"new","computer","USA","M",3,2817.85
47456,"new","mobile","MEX","M",3,790.69
36545,"old","mobile","ESP","M",4,1073.31
20298,"old","computer","DEU","M",4,2543.01
74096,"new","computer","GBR","F",3,876.97
40837,"old","mobile","BRA","M",4,2392.6
43541,"new","computer","USA","M",4,658.93
62427,"old","mobile","BRA","F",6,2760.44
86839,"new","computer","ESP","F",5,1764.84
68570,"old","computer","USA","F",2,3026.96
17436,"new","computer","USA","F",3,1239.49
78743,"old","mobile","MEX","F",2,3387.6
85540,"old","mobile","BRA","F",5,3826.08
36994,"old","computer","TUR","M",4,1722.99
76160,"new","computer","FRA","M",5,2949.05
18628,"new","mobile","USA","M",3,1334.03
12939,"old","computer","BRA","F",5,1957.24
20169,"new","computer","DEU","M",4,1040.96
10847,"old","mobile","USA","F",4,691.98
209,"old","computer","ESP","F",4,3352.55
47141,"old","computer","MEX","M",5,576.78
9128,"old","computer","USA","F",3,325.91
22321,"old","computer","USA","M",3,665.91
76383,"new","mobile","CAN","F",3,2833.12
13153,"old","mobile","BRA","M",4,1096.13
32489,"new","computer","USA","F",3,3690.93
7613,"old","mobile","MEX","M",4,1171.43
96896,"new","computer","DEU","M",4,3334.34
14077,"old","mobile","TUR","F",3,1923.06
19796,"old","mobile","GBR","F",4,2417.04
87665,"new","computer","MEX","M",4,244.37
79464,"old","mobile","FRA","F",4,2219.22
24412,"new","computer","TUR","F",2,2916.77
25408,"new","computer","BRA","M",5,1288.88
19240,"new","mobile","BRA","M",5,378.25
58243,"old","mobile","USA","F",4,1833.43
31581,"new","mobile","DEU","F",2,5230.24
1601,"new","mobile","BRA","F",2,4492.07
94577,"new","computer","USA","M",5,1293.72
79015,"old","computer","BRA","F",3,1696.51
58095,"old","computer","BRA","F",2,2630.23
88902,"old","computer","TUR","F",3,472.65
61120,"new","computer","USA","F",3,1596.13
37799,"old","mobile","BRA","F",4,1945.13
92220,"new","computer","BRA","F",5,1758.39
9768,"old","computer","ESP","F",3,432.23
26750,"new","computer","USA","M",3,3007.84
54335,"new","computer","USA","M",3,274.89
43066,"new","computer","BRA","M",4,4309.69
63427,"old","mobile","TUR","M",4,1158.8
38215,"new","mobile","MEX","F",3,1944.09
19154,"new","mobile","TUR","M",3,1672.38
36286,"old","computer","TUR","F",4,1037.11
64205,"old","computer","USA","M",3,2272.59
46113,"new","computer","MEX","M",3,3630.64
92311,"old","mobile","MEX","F",3,2173.51
49417,"old","computer","BRA","M",6,3242.23
2712,"old","computer","MEX","F",5,1935.54
42708,"new","mobile","MEX","M",4,3661.48
85792,"old","computer","MEX","M",5,1354.68
96671,"new","computer","USA","F",4,1464.1
99784,"new","computer","BRA","M",3,3539.55
3435,"new","computer","FRA","F",2,1715.81
29898,"old","computer","MEX","F",3,1323.3
52018,"old","computer","USA","F",3,3001.53
61042,"new","mobile","USA","F",3,1254.34
15223,"new","mobile","CAN","F",5,5350.92
43843,"old","computer","BRA","M",5,2741.43
54979,"new","computer","AUS","F",3,122.58
89494,"old","computer","USA","F",5,316.71
99524,"old","computer","TUR","M",4,1672.15
80502,"new","mobile","GBR","M",6,3867.96
81442,"new","mobile","CAN","M",3,542.78
42202,"new","mobile","BRA","M",5,1750.23
87134,"old","computer","TUR","F",4,2514.51
58690,"old","computer","FRA","M",3,3585.29
32422,"old","computer","USA","F",4,1991.19
52178,"new","computer","FRA","F",5,1768.91
16444,"new","computer","ESP","M",3,1572.73
1514,"old","mobile","BRA","F",7,3875.75
72700,"old","computer","BRA","M",5,3720.95
41269,"new","computer","DEU","F",3,3482.53
19573,"new","computer","DEU","F",3,1097.57
95771,"new","computer","DEU","F",4,4891.68
2504,"new","mobile","BRA","F",5,2034.79
54605,"old","computer","USA","F",4,2463.73
24995,"old","computer","MEX","M",4,2047.7
50389,"old","mobile","FRA","F",5,275.44
38501,"old","computer","USA","F",4,1370.63
19685,"old","computer","MEX","F",4,1051.13
16184,"old","mobile","USA","F",4,2191.57
82374,"new","computer","TUR","F",2,1916.08
89203,"old","mobile","BRA","M",4,2415.27
63309,"new","mobile","USA","F",3,2464.43
8594,"old","computer","DEU","F",3,1981.06
41555,"old","computer","CAN","M",3,44.43
38290,"old","computer","BRA","M",4,1829.78
38541,"new","mobile","BRA","F",3,2633.25
77033,"old","computer","ESP","F",4,1546.78
1053,"old","mobile","MEX","F",5,1902.4
94179,"old","mobile","USA","M",4,1013.53
2739,"new","mobile","USA","F",4,2387.95
88695,"old","computer","USA","M",4,1634.56
56153,"old","computer","MEX","F",3,2936.09
21865,"old","mobile","USA","M",3,2254.04
73232,"old","computer","FRA","F",3,2613.36
73281,"new","computer","USA","F",3,3236.55
87371,"new","mobile","GBR","F",5,2325.29
91845,"new","mobile","MEX","F",4,868.97
94058,"new","computer","MEX","M",4,1455.4
35347,"old","computer","USA","F",5,2368.16
65349,"old","mobile","ESP","F",3,5256.28
49949,"old","computer","USA","F",4,3605.22
74102,"old","computer","GBR","M",1,2773.8
84733,"old","mobile","ESP","F",2,1298.38
22675,"new","mobile","DEU","F",2,573.06
75254,"new","computer","DEU","F",4,3624.19
87553,"new","computer","CAN","F",4,127.87
7031,"new","computer","MEX","M",3,2419.42
60761,"old","mobile","TUR","M",3,4816.44
68960,"old","computer","BRA","F",3,94.12
15553,"new","mobile","AUS","F",6,2690.08
63564,"new","mobile","USA","M",1,1177.7
10500,"old","mobile","MEX","M",4,7472
1479,"old","computer","GBR","F",4,858.27
14279,"old","computer","MEX","M",5,391.45
78960,"old","computer","USA","M",6,778.2
18235,"old","mobile","GBR","M",3,915.59
3951,"new","mobile","USA","F",5,2088.7
49814,"new","computer","USA","M",4,4948.04
84369,"new","computer","BRA","M",4,1842.98
20480,"old","computer","USA","M",4,1038.83
92777,"old","computer","USA","F",2,2530.34
89482,"new","computer","FRA","M",3,3094.18
71517,"new","mobile","USA","M",4,2060.9
74109,"old","mobile","USA","M",3,571.28
78584,"old","mobile","USA","F",3,2218.87
68633,"new","computer","USA","F",4,2170.66
83273,"old","computer","TUR","F",5,822.56
97296,"new","computer","USA","M",3,3941.13
82668,"old","mobile","BRA","M",3,3602.33
7622,"old","computer","BRA","F",6,2175.21
63374,"new","mobile","MEX","F",2,4069.82
65075,"old","computer","USA","M",3,2320.22
28666,"old","computer","GBR","F",3,3225.21
64530,"old","mobile","FRA","M",3,5442.65
37739,"old","computer","USA","M",5,994.14
85862,"old","computer","MEX","M",4,2035.33
2338,"new","mobile","CAN","F",4,1988.45
79559,"old","computer","USA","M",3,1544.86
14426,"new","mobile","CAN","F",4,783.74
43648,"new","computer","CAN","F",4,1268.09
85179,"new","mobile","DEU","M",3,5212.99
5458,"old","mobile","USA","M",4,2611.09
86187,"old","computer","USA","M",3,2404.81
21671,"new","mobile","GBR","M",4,2702.58
97192,"old","mobile","USA","F",3,973.65
24732,"new","mobile","BRA","F",4,2327.22
27990,"new","mobile","MEX","M",3,2700.76
5318,"new","mobile","BRA","M",3,3364.1
33206,"old","computer","DEU","F",2,3112.84
32574,"new","mobile","BRA","F",4,3460.48
3241,"new","computer","BRA","F",3,3560.65
80143,"new","mobile","MEX","F",5,3484.36
68469,"new","mobile","ESP","F",2,2417.62
11119,"new","mobile","TUR","M",4,1740.22
64263,"old","mobile","USA","M",4,1872.16
80651,"new","computer","MEX","M",5,1918.66
98007,"new","mobile","BRA","M",5,2382.7
36385,"new","mobile","BRA","M",2,754.87
58038,"new","mobile","USA","M",3,2773.41
74693,"new","mobile","TUR","M",2,1361.42
29866,"old","computer","DEU","M",2,1320.19
78649,"old","mobile","USA","M",5,3660.05
63485,"new","mobile","TUR","F",3,2019.4
36859,"new","mobile","ESP","M",3,1805.82
95636,"new","mobile","USA","M",4,4210.88
43861,"old","mobile","MEX","M",4,1027.95
80234,"new","computer","BRA","F",3,2108.38
36319,"old","mobile","USA","F",4,5222.5
25150,"new","mobile","USA","F",4,1983.45
18974,"new","mobile","USA","F",6,1593.96
68987,"new","computer","USA","F",2,3903.52
75194,"new","mobile","USA","F",4,1384.94
49174,"old","mobile","MEX","F",4,2554.14
1770,"new","computer","USA","M",5,2879.75
17203,"old","computer","USA","F",4,3385.91
19257,"old","mobile","USA","M",2,5821.46
37011,"old","computer","USA","F",4,2118.29
14024,"new","mobile","BRA","M",2,2112.31
51897,"new","mobile","ESP","M",1,1392.66
10305,"new","mobile","GBR","F",6,6054.58
9395,"new","mobile","AUS","F",4,1284.89
10123,"old","mobile","AUS","F",5,2555.66
81241,"new","computer","USA","F",4,1585.21
46257,"old","mobile","USA","M",4,1769.55
17045,"new","mobile","USA","M",4,487.34
86413,"old","computer","MEX","F",2,1789.39
2107,"new","mobile","GBR","F",4,665.28
84402,"old","mobile","BRA","M",3,2227.29
36234,"new","mobile","USA","F",4,2424.88
56875,"old","computer","USA","M",2,1875.46
16897,"new","mobile","GBR","M",6,3372.61
14862,"old","mobile","ESP","F",4,3419.66
56654,"new","mobile","FRA","F",3,4604.14
22029,"old","mobile","USA","F",4,3606.48
58012,"new","mobile","BRA","F",3,5184.5
64078,"old","mobile","MEX","M",4,2540.82
49786,"old","computer","GBR","F",4,4567.55
81295,"new","mobile","MEX","M",2,1535.69
76758,"old","mobile","USA","M",5,2085.13
6560,"old","mobile","ESP","M",4,170.67
47690,"old","computer","TUR","F",3,833.58
39593,"new","computer","MEX","F",4,1491.2
19070,"old","computer","USA","F",5,3700.2
83568,"new","mobile","USA","F",4,192.69
57078,"new","mobile","BRA","M",3,4822.61
38311,"new","mobile","DEU","M",5,669.12
86834,"new","mobile","GBR","F",4,1379.75
17042,"new","mobile","BRA","F",3,2319.46
97657,"new","mobile","TUR","M",3,1568.62
69180,"old","mobile","FRA","M",3,2462.3
32616,"old","mobile","TUR","M",4,2365.1
2014,"new","computer","BRA","F",2,1391.46
81730,"new","computer","USA","F",5,1376.33
27252,"old","computer","GBR","M",4,1875.33
84388,"old","mobile","MEX","F",2,385.56
47977,"new","computer","USA","M",5,2644.96
93480,"old","mobile","GBR","M",3,561.75
51863,"new","computer","CAN","M",4,1252.39
18895,"new","mobile","USA","M",4,2884.53
68606,"new","mobile","USA","F",4,644.74
85220,"old","mobile","GBR","M",3,4045.04
3270,"new","computer","USA","M",2,3960.28
34785,"new","mobile","FRA","F",4,1601.01
19315,"new","mobile","DEU","F",3,3990.35
54769,"new","mobile","USA","F",4,2825.01
24213,"old","computer","DEU","F",3,1217.63
35308,"new","mobile","USA","F",4,3613.93
79416,"new","mobile","BRA","M",3,2335.87
19634,"old","mobile","BRA","M",4,844.42
94815,"new","mobile","USA","M",3,3082.51
84267,"new","computer","USA","M",4,2466.04
27758,"new","mobile","USA","M",2,3605.94
44881,"old","mobile","USA","M",3,1327.28
82198,"old","mobile","MEX","F",2,3277.89
35864,"old","computer","USA","F",3,2913.75
72859,"old","computer","USA","F",5,4599.45
1737,"old","computer","DEU","F",3,3139.49
61743,"old","mobile","ESP","M",3,3437.02
51147,"new","mobile","CAN","F",5,2445.38
94191,"old","mobile","USA","F",3,1068.99
8285,"new","computer","MEX","M",3,2458.99
61546,"old","mobile","DEU","M",2,1126
78055,"new","mobile","MEX","M",4,2407.57
81328,"old","mobile","TUR","M",4,4458.25
2994,"old","computer","CAN","F",7,4732.16
14899,"new","computer","DEU","M",4,3331.31
25443,"new","mobile","USA","F",2,823.3
97737,"new","computer","GBR","F",6,2365.72
69835,"old","mobile","BRA","F",3,1167.1
65255,"old","mobile","CAN","M",3,1307.04
13938,"old","computer","USA","F",5,5297.56
58255,"old","computer","FRA","M",3,2381.3
17049,"old","mobile","BRA","M",4,3474.26
28138,"old","computer","DEU","F",4,3825.25
98383,"old","computer","BRA","M",2,1330.55
71525,"old","mobile","MEX","F",3,2235
96341,"old","computer","USA","M",3,2426.31
91238,"old","mobile","FRA","M",4,979.63
62276,"old","mobile","DEU","M",5,2240.53
57711,"old","computer","USA","M",3,6677.44
20252,"old","mobile","BRA","F",5,3566.4
32896,"new","mobile","FRA","F",2,908.33
43787,"old","mobile","USA","M",4,595.01
10233,"old","computer","BRA","F",5,4083.75
67515,"new","mobile","MEX","M",4,1009.18
33367,"old","computer","USA","M",4,2461.08
45478,"old","mobile","BRA","M",4,925.02
51054,"old","mobile","USA","F",5,1083.37
94234,"new","computer","USA","F",3,1680.69
54073,"new","mobile","DEU","M",3,2086.64
63297,"new","computer","USA","M",3,585.56
34314,"new","mobile","FRA","F",3,817.45
32907,"new","mobile","USA","M",5,519.85
26519,"new","mobile","BRA","F",4,1926.15
38,"new","computer","USA","M",4,1652.79
75664,"old","computer","BRA","M",2,4060.47
38589,"new","mobile","USA","F",4,1285.45
21221,"old","computer","USA","F",2,1124.92
43625,"old","mobile","BRA","M",4,1136.35
33063,"new","computer","USA","F",3,2126.05
33937,"new","mobile","USA","F",3,1483.92
27363,"old","computer","BRA","M",3,844.44
31055,"old","computer","USA","F",3,4189.01
7894,"new","computer","AUS","F",4,1951.86
56485,"old","computer","GBR","M",3,781.51
64052,"old","computer","DEU","F",4,2697.91
85781,"new","mobile","USA","F",4,3249.14
77952,"new","computer","CAN","F",3,2392.62
66262,"old","computer","USA","F",5,2513.22
47613,"new","computer","USA","M",4,2744.7
11403,"new","computer","BRA","M",2,117.86
63482,"new","mobile","FRA","M",5,638.87
16553,"old","computer","DEU","F",3,3012.25
5555,"new","computer","BRA","M",4,4115.06
24752,"new","computer","MEX","M",2,6249.78
88669,"new","mobile","MEX","F",5,1596.29
27330,"old","computer","USA","F",3,3174.74
40165,"new","computer","USA","F",3,2854.1
83972,"new","computer","BRA","M",4,4291.74
32963,"new","mobile","MEX","F",3,2181.69
24231,"new","mobile","BRA","F",4,3254.32
24414,"new","computer","MEX","M",5,2849.61
77310,"new","computer","BRA","M",4,2250.85
16380,"new","computer","FRA","M",3,2877.17
42001,"new","mobile","BRA","M",3,3423.1
23694,"new","mobile","USA","F",2,182.71
19874,"old","mobile","TUR","M",6,2179.85
26928,"new","computer","ESP","F",4,1376.82
65070,"new","computer","CAN","F",4,2492.79
46730,"new","computer","BRA","M",4,2071.73
12219,"old","computer","USA","F",3,31.5
35679,"old","mobile","MEX","F",4,1937.93
1551,"old","computer","GBR","F",4,3436.63
72560,"old","computer","TUR","M",3,3354.08
24270,"old","mobile","BRA","M",2,736.94
80783,"new","computer","MEX","F",3,3793.74
90862,"old","mobile","FRA","M",3,1087.22
18879,"old","computer","DEU","M",5,4168.56
17711,"new","computer","AUS","F",3,1127.5
39499,"new","mobile","MEX","F",1,3388.23
50292,"old","computer","USA","M",2,1117.94
38870,"new","mobile","USA","F",3,377.13
21807,"old","mobile","BRA","F",3,4292.91
28380,"old","mobile","MEX","M",2,1337.8
353,"new","mobile","BRA","F",1,4631.01
4707,"old","computer","FRA","F",4,2714.38
40865,"new","mobile","MEX","F",4,1623.37
89622,"new","mobile","USA","M",5,3356.45
59280,"new","mobile","TUR","M",4,1220.86
86632,"old","computer","BRA","F",4,2828.06
18619,"old","computer","BRA","M",5,2603.7
63632,"old","computer","FRA","F",3,1632.43
97230,"old","mobile","USA","F",5,816.61
12665,"old","computer","TUR","F",3,5073.24
63663,"new","mobile","BRA","M",3,577.81
66457,"new","mobile","BRA","F",4,3355.51
47296,"new","computer","CAN","M",5,1874.23
26994,"new","computer","USA","F",3,4696.36
85657,"new","computer","GBR","F",2,236.2
25989,"new","computer","TUR","F",4,791.81
64142,"old","mobile","DEU","M",4,1246.79
27205,"old","mobile","BRA","M",1,4263.96
90042,"old","computer","GBR","M",3,3275.21
55530,"new","mobile","BRA","F",5,3325.45
47121,"old","mobile","FRA","M",5,1464.42
16826,"old","mobile","BRA","M",4,2540.06
